Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Ossigeno;OSSIGENO GAS CRIOGENICO 4.000 LT METRI CUBI SVOLTI 3422,16;OSSIGENO*gas med criogenico contenitore fisso 4.000 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE ITALIA GAS E S.Srl;038904710;069;3.422,16
Ossigeno;OSSIGENO GAS CRIOGENICO 4.000 LT METRI CUBI SVOLTI 3422,16;OSSIGENO*gas med criogenico contenitore fisso 4.000 litri;6,55/m³;4,20/m³;-;CER MEDICAL Srl;039150432;069;3.422,16
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;SAPIO PRODUZ.IDROGENO OSSIGENO;038901563;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE ITALIA GAS E S.Srl;038904722;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;CONSORZIO ITALIANO OSSIGENO;038907325;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;S.I.A.D. SpA;038943546;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;NIPPON GASES PHARMA Srl;038944397;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;MEDICAIR ITALIA Srl;039110046;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;SOL SpA;039132244;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;LINDE MEDICALE Srl;039133210;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;SICO SpA;039134263;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 5.000 LT METRI CUBI SVOLTI 4277,70;OSSIGENO*gas med criogenico contenitore fisso 5.000 litri;6,55/m³;4,20/m³;-;CER MEDICAL Srl;039150444;070;4.277,70
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;SAPIO PRODUZ.IDROGENO OSSIGENO;038901649;072;5.133,24
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE ITALIA GAS E S.Srl;038904734;072;5.133,24
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;S.I.A.D. SpA;038943559;072;5.133,24
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;SICO SpA;039134503;072;5.133,24
Ossigeno;OSSIGENO GAS CRIOGENICO 6.000 LT METRI CUBI SVOLTI 5133,24;OSSIGENO*gas med criogenico contenitore fisso 6.000 litri;6,55/m³;4,20/m³;-;VOXISUD Srl;039160179;072;5.133,24
Ossigeno;OSSIGENO GAS CRIOGENICO 800 LT METRI CUBI SVOLTI 684,43;OSSIGENO*gas med criogenico contenitore fisso 800 litri;6,55/m³;4,20/m³;-;AIR LIQUIDE ITALIA GAS E S.Srl;038904660;073;684,43
Ossigeno;OSSIGENO GAS CRIOGENICO 800 LT METRI CUBI SVOLTI 684,43;OSSIGENO*gas med criogenico contenitore fisso 800 litri;6,55/m³;4,20/m³;-;S.I.A.D. SpA;038943508;073;684,43
Ossigeno;OSSIGENO GAS CRIOGENICO 2.000 LT METRI CUBI SVOLTI 1711,08;OSSIGENO*gas med criogenico contenitore fisso litri 2.000 svolti 1711080;6,55;4,20;-;VOXISUD Srl;039160268;061;1.711,08
Ossigeno;OSSIGENO GAS CRIOGENICO 3.000 LT METRI CUBI SVOLTI 2566,62;OSSIGENO*gas med criogenico contenitore fisso litri 3.000 svolti 2566620;6,55;4,20;-;VOXISUD Srl;039160256;065;2.566,62
Ustekinumab;USTEKINUMAB 130MG 26ML 1 UNITA' USO PARENTERALE;OTULFI*1 flaconcino EV 130 mg 26 ml;2815,14;1705,73;-;FRESENIUS KABI DEUTSCH.GMBH;051529030;KOD;
Ustekinumab;USTEKINUMAB 45MG 0,5ML 1 UNITA' USO PARENTERALE;OTULFI*1 siringa SC 45 mg 0,5 ml;2815,14;1705,73;-;FRESENIUS KABI DEUTSCH.GMBH;051529016;BOS;
Ustekinumab;USTEKINUMAB 90MG 1ML 1 UNITA' USO PARENTERALE;OTULFI*1 siringa SC 90 mg 1 ml;2815,14;1705,73;-;FRESENIUS KABI DEUTSCH.GMBH;051529028;BOT;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO KABI*1 flaconcino EV 100 mg 20 ml 5 mg/ml;407,23;246,74;;FRESENIUS KABI ITALIA Srl;039170028;BGP;
Oxaliplatino;OXALIPLATINO 150MG 30ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino 150 mg/30 ml;610,84;370,12;-;SANDOZ SpA;040654067;BGQ;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 100 mg 20 ml 5 mg/ml;407,23;246,74;-;TEVA ITALIA Srl;038107037;BGP;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 100 mg 20 ml 5 mg/ml;407,23;246,74;-;SANDOZ SpA;040654042;BGP;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 100 mg 20 ml 5 mg/ml;407,23;246,74;-;EUGIA PHARMA (MALTA) LIMITED;050405024;BGP;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 100 mg/20 ml 5 mg/ml;407,23;246,74;-;SUN PHARMA FRANCE;041761038;BGP;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg 40 ml 5 mg/ml;570,12;345,45;-;TEVA ITALIA Srl;038107076;BGR;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg 40 ml 5 mg/ml;570,12;345,45;;FRESENIUS KABI ITALIA Srl;039170030;BGR;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg 40 ml 5 mg/ml;570,12;345,45;-;SANDOZ SpA;040654055;BGR;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg 40 ml 5 mg/ml;570,12;345,45;-;EUGIA PHARMA (MALTA) LIMITED;050405036;BGR;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 200 mg/40 ml 5 mg/ml;570,12;345,45;-;SUN PHARMA FRANCE;041761053;BGR;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 10 ml;203,67;123,41;-;ACCORD HEALTHCARE SLU;041274010;BGS;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 10 ml;203,67;123,41;-;HIKMA FARMACEUTICA S.A.;049146018;BGS;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 20 ml;407,23;246,74;-;ACCORD HEALTHCARE SLU;041274022;BGP;
Oxaliplatino;OXALIPLATINO 100MG 20ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 20 ml;407,23;246,74;-;HIKMA FARMACEUTICA S.A.;049146020;BGP;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 40 ml;570,12;345,45;-;ACCORD HEALTHCARE SLU;041274034;BGR;
Oxaliplatino;OXALIPLATINO 200MG 40ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 5 mg/ml 40 ml;570,12;345,45;-;HIKMA FARMACEUTICA S.A.;049146032;BGR;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg 10 ml;203,67;123,41;-;SUN PHARMA FRANCE;041761014;BGS;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg 10 ml 5 mg/ml;203,67;123,41;-;TEVA ITALIA Srl;038107025;BGS;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg 10 ml 5 mg/ml;203,67;123,41;;FRESENIUS KABI ITALIA Srl;039170016;BGS;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg 10 ml 5 mg/ml;203,67;123,41;-;EUGIA PHARMA (MALTA) LIMITED;050405012;BGS;
Oxaliplatino;OXALIPLATINO 50MG 10ML 1 UNITA' USO PARENTERALE;OXALIPLATINO*1 flaconcino EV 50 mg/10 ml;203,67;123,41;-;SANDOZ SpA;040654016;BGS;
Lumasiran;LUMASIRAN 0,5 ML 94,5MG 1 UNITA' USO PARENTERALE;OXLUMO*1 flaconcino SC 94,5 mg 0,5 ml;101142,22;61283,46;-;ALNYLAM NETHERLANDS B.V.;049177013;LVI;
Ossigeno;OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 40 LT METRI CUBI SVOLTI 140,8;OXO*200 bar gas med compresso pacco bomb 16 bomb 40 litri;1361,54;872,96;-;EURO OSSIGENO Srl;038960050;043;140,80
Ossigeno;OSSIGENO GAS COMPRESSO 16 UNITA' 200 BAR 50 LT METRI CUBI SVOLTI 176;OXO*200 bar gas med compresso pacco bomb 16 bomb 50 litri;1701,92;1091,20;-;EURO OSSIGENO Srl;038960062;044;176,00
Bevacizumab;BEVACIZUMAB 400MG 16ML 1 UNITA' USO PARENTERALE;OYAVAS*1 flaconcino EV 16 ml 25 mg/ml;1535,96;930,66;-;STADA ARZNEIMITTEL AG;049431024;AGG;
Bevacizumab;BEVACIZUMAB 100MG 4ML 1 UNITA' USO PARENTERALE;OYAVAS*1 flaconcino EV 4 ml 25 mg/ml;383,51;232,38;-;STADA ARZNEIMITTEL AG;049431012;AGF;
Midazolam;MIDAZOLAM 2MG/ML 10 UNITA' USO ORALE;OZASED*orale soluz 10 fiale 2 mg/ml 10 cannucce 10 applicatori orali;198,10;120,03;-;ISTITUTO GENTILI Srl;045516034;LDI;
Desametasone;DESAMETASONE 700MCG 1 UNITA' USO INTRAVITREALE;OZURDEX*impianto intravitreale 700 mcg + applicatore;1555,03;942,21;-;ABBVIE DEUTSCHLAND GmbH&CO.KG;040138012;AKR;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml;418,15;253,37;-;TEVA ITALIA Srl;037112024;BGU;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml;418,15;253,37;-;FRESENIUS KABI ITALIA Srl;039405030;BGU;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml 6 mg/ml;418,15;253,37;-;SANDOZ SpA;037807029;BGU;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml 6 mg/ml;418,15;253,37;-;EUGIA PHARMA (MALTA) LIMITED;038720025;BGU;
Paclitaxel;PACLITAXEL 100MG 16,7ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 100 mg 16,7 ml 6 mg/ml;418,15;253,37;-;ACCORD HEALTHCARE SLU;040573026;BGU;
Paclitaxel;PACLITAXEL 150MG 25ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 150 mg 25 ml;627,26;380,06;-;TEVA ITALIA Srl;037112051;BGW;
Paclitaxel;PACLITAXEL 150MG 25ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 150 mg 25 ml 6 mg/ml;627,26;380,06;-;SANDOZ SpA;037807031;BGW;
Paclitaxel;PACLITAXEL 150MG 25ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 150 mg 25 ml 6 mg/ml;627,26;380,06;-;EUGIA PHARMA (MALTA) LIMITED;038720037;BGW;
Paclitaxel;PACLITAXEL 150MG 25ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 150 mg 25 ml 6 mg/ml;627,26;380,06;-;ACCORD HEALTHCARE SLU;040573040;BGW;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml;125,46;76,02;-;TEVA ITALIA Srl;037112012;BGY;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml 6 mg/ml;125,46;76,02;-;EUGIA PHARMA (MALTA) LIMITED;038720013;BGY;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml 6 mg/ml;125,46;76,02;-;FRESENIUS KABI ITALIA Srl;039405016;BGY;
Paclitaxel;PACLITAXEL 30MG 5ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 30 mg 5 ml 6 mg/ml;125,46;76,02;-;ACCORD HEALTHCARE SLU;040573014;BGY;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml;1254,50;760,12;-;TEVA ITALIA Srl;037112036;BGX;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml 6 mg/ml;1254,50;760,12;-;SANDOZ SpA;037807043;BGX;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml 6 mg/ml;1254,50;760,12;-;EUGIA PHARMA (MALTA) LIMITED;038720049;BGX;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml 6 mg/ml;1254,50;760,12;-;FRESENIUS KABI ITALIA Srl;039405055;BGX;
Paclitaxel;PACLITAXEL 300MG 50ML 1 UNITA' USO PARENTERALE;PACLITAXEL*1 flaconcino EV 300 mg 50 ml 6 mg/ml;1254,50;760,12;-;ACCORD HEALTHCARE SLU;040573038;BGX;
Paclitaxel;PACLITAXEL 30MG 5ML 5 UNITA' USO PARENTERALE;PACLITAXEL*5 flaconcini EV 30 mg 5 ml 6 mg/ml;627,29;380,09;-;SANDOZ SpA;037807056;BGZ;
Enfortumab vedotin;ENFORTUMAB VEDOTIN 20MG 1 UNITA' USO PARENTERALE;PADCEV*1 flaconcino INFUS EV 20 mg polv;1265,31;766,67;-;ASTELLAS PHARMA EUROPE B.V.;050008010;MGD;
Enfortumab vedotin;ENFORTUMAB VEDOTIN 30MG 1 UNITA' USO PARENTERALE;PADCEV*1 flaconcino INFUS EV 30 mg polv;1897,97;1150,00;-;ASTELLAS PHARMA EUROPE B.V.;050008022;MGE;
Paliperidone;PALIPERIDONE 100MG 1 UNITA' USO PARENTERALE RP;PALIPERIDONE*1 siringa preriempita sosp iniett 100 mg rilascio prolungato + 2 aghi;344,37;208,66;-;TEVA ITALIA Srl;049537032;BHC;
Paliperidone;PALIPERIDONE 150MG 1 UNITA' USO PARENTERALE RP;PALIPERIDONE*1 siringa preriempita sosp iniett 150 mg rilascio prolungato + 2 aghi;430,46;260,82;-;TEVA ITALIA Srl;049537044;BHD;
Paliperidone;PALIPERIDONE 75MG 1 UNITA' USO PARENTERALE RP;PALIPERIDONE*1 siringa preriempita sosp iniett 75 mg rilascio prolungato + 2 aghi;275,50;166,92;-;TEVA ITALIA Srl;049537020;BHF;
Paliperidone;PALIPERIDONE 100MG 1 UNITA' USO PARENTERALE RP;PALMEUX*1 siringa preriempita IM 100 mg rilascio prolungato + 2 aghi;344,37;208,66;-;AMDIPHARM LTD;049737048;BHC;
Paliperidone;PALIPERIDONE 150MG 1 UNITA' USO PARENTERALE RP;PALMEUX*1 siringa preriempita IM 150 mg rilascio prolungato + 2 aghi;430,46;260,82;-;AMDIPHARM LTD;049737051;BHD;
Paliperidone;PALIPERIDONE 50MG 1 UNITA' USO PARENTERALE RP;PALMEUX*1 siringa preriempita IM 50 mg rilascio prolungato + 2 aghi;213,51;129,37;-;AMDIPHARM LTD;049737024;BHE;
Paliperidone;PALIPERIDONE 75MG 1 UNITA' USO PARENTERALE RP;PALMEUX*1 siringa preriempita IM 75 mg rilascio prolungato + 2 aghi;275,50;166,92;-;AMDIPHARM LTD;049737036;BHF;
Palonosetron;PALONOSETRON 250MCG 5ML 1 UNITA' USO PARENTERALE;PALONOSETRON*1 flaconcino EV 250 mcg 5 ml;85,79;51,98;-;DR. REDDY'S Srl;044110017;BHI;
Palonosetron;PALONOSETRON 250MCG 5ML 1 UNITA' USO PARENTERALE;PALONOSETRON*1 flaconcino EV 250 mcg 5 ml;85,79;51,98;-;ACCORD HEALTHCARE SLU;044886012;BHI;
Palonosetron;PALONOSETRON 250MCG 5ML 1 UNITA' USO PARENTERALE;PALONOSETRON*1 flaconcino EV 250 mcg 5 ml;85,79;51,98;-;AS KALCEKS;049726019;BHI;
Pegvaliase;PEGVALIASE 10MG 0,5ML 1 UNITA' USO PARENTERALE;PALYNZIQ*1 siringa SC 10 mg/0,5 ml;595,79;361,00;-;BIOMARIN INTERNATIONAL LIMITED;047940022;LED;
Pegvaliase;PEGVALIASE 2,5MG 0,5ML 1 UNITA' USO PARENTERALE;PALYNZIQ*1 siringa SC 2,5 mg/0,5 ml;595,79;361,00;-;BIOMARIN INTERNATIONAL LIMITED;047940010;LEE;
Pegvaliase;PEGVALIASE 20MG 1ML 1 UNITA' USO PARENTERALE;PALYNZIQ*1 siringa SC 20 mg/ml;595,79;361,00;-;BIOMARIN INTERNATIONAL LIMITED;047940034;LEF;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO ZENTIVA LAB*10 flaconcini EV 40 mg;42,18;25,55;-;ZENTIVA ITALIA Srl;049993025;HCH;
Pantoprazolo;PANTOPRAZOLO 40MG 1 UNITA' USO PARENTERALE;PANTOPRAZOLO*1 flaconcino EV soluz iniett polv 40 mg;4,92;2,98;-;SUN PHARMA ITALIA Srl;044465019;BHM;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO*10 flaconcini 40 mg;42,18;25,55;-;AS KALCEKS;050645035;HCH;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO*10 flaconcini EV soluz iniett polv 40 mg;42,18;25,55;-;SUN PHARMA ITALIA Srl;044465021;HCH;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO*10 flaconcini polv 40 mg;42,18;25,55;-;EUGIA PHARMA (MALTA) LIMITED;044812030;HCH;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO*10 flaconcini polv 40 mg;42,18;25,55;-;TILLOMED ITALIA Srl;050268034;HCH;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO*10 flaconi polv 40 mg;42,18;25,55;-;TEVA ITALIA Srl;041582038;HCH;
Pantoprazolo;PANTOPRAZOLO 40MG 10 UNITA' USO PARENTERALE;PANTOPRAZOLO*10 flaconi polv EV 40 mg;40,07;24,28;-;HIKMA FARMACEUTICA S.A.;047598038;HCH;
Pantoprazolo;PANTOPRAZOLO 40MG 50 UNITA' USO PARENTERALE;PANTOPRAZOLO*50 flaconcini 40 mg;199,81;121,03;-;AS KALCEKS;050645047;MXJ;
Pantoprazolo;PANTOPRAZOLO 40MG 1 UNITA' USO PARENTERALE;PANTORC*1 flaconcino liof EV 40 mg;8,45;5,12;-;TAKEDA ITALIA SpA;031981020;BHM;
Paclitaxel;PACLITAXEL 100MG 20ML 1 UNITA' USO PARENTERALE;PAZENIR*1 flaconcino EV polv 100 mg 5 mg/ml;249,24;151,02;-;RATIOPHARM GMBH;047855010;BGV;
Manganese cloruro tetraidrato/potassio ioduro/rame cloruro diidrato/sodio fluoruro/sodio selenito/zinco cloruro;MANGANESE+POTASSIO IODURO+RAME+SODIO FLORURO+ZINCO+SELENIO 10ML 10 UNITA' USO PARENTERALE;PEDITRACE*10 flaconcini EV 10 ml;73,92;33,60;-;FRESENIUS KABI ITALIA Srl;029284015;BDK;
Pemigatinib;PEMIGATINIB 13,5MG 14 UNITA' USO ORALE;PEMAZYRE*14 cpr 13,5 mg;11516,71;6978,13;-;INCYTE BIOSCIENCES DISTRIB BV;049316058;LYL;
Pemigatinib;PEMIGATINIB 4,5MG 14 UNITA' USO ORALE;PEMAZYRE*14 cpr 4,5 mg;11516,71;6978,13;-;INCYTE BIOSCIENCES DISTRIB BV;049316019;LYJ;
Pemigatinib;PEMIGATINIB 9MG 14 UNITA' USO ORALE;PEMAZYRE*14 cpr 9 mg;11516,71;6978,13;-;INCYTE BIOSCIENCES DISTRIB BV;049316033;LYK;
Pemetrexed;PEMETREXED 25MG/ML 20ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 20 ml 25 mg/ml;1362,41;825,51;-;EG SpA;043723028;LLG;
Pemetrexed;PEMETREXED 25MG/ML 20ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 20 ml 25 mg/ml;1362,41;825,51;-;FRESENIUS KABI DEUTSCH.GMBH;044927046;LLG;
Pemetrexed;PEMETREXED 25MG/ML 20ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 20 ml 25 mg/ml;1362,41;825,51;-;MYLAN SpA;045526023;LLG;
Pemetrexed;PEMETREXED 25MG/ML 20ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 20 ml 25 mg/ml;1362,41;825,51;-;SANDOZ B.V.;048052031;LLG;
Pemetrexed;PEMETREXED 25MG/ML 20ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 20 ml 25 mg/ml;1362,41;825,51;-;EVER VALINJECT GMBH;049176023;LLG;
Pemetrexed;PEMETREXED 25MG/ML 4ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 4 ml 25 mg/ml;272,48;165,10;-;EG SpA;043723016;LKY;
Pemetrexed;PEMETREXED 25MG/ML 4ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 4 ml 25 mg/ml;272,48;165,10;-;FRESENIUS KABI DEUTSCH.GMBH;044927034;LKY;
Pemetrexed;PEMETREXED 25MG/ML 4ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 4 ml 25 mg/ml;272,48;165,10;-;SANDOZ B.V.;048052017;LKY;
Pemetrexed;PEMETREXED 25MG/ML 4ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 4 ml 25 mg/ml;272,48;165,10;-;EVER VALINJECT GMBH;049176011;LKY;
Pemetrexed;PEMETREXED 25MG/ML 40ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 40 ml 25 mg/ml;2724,87;1651,03;-;EVER VALINJECT GMBH;049176035;LLH;
Pemetrexed;PEMETREXED 25MG/ML 20ML SOLUZIONE USO PARENTERALE;PEMETREXED*1 flaconcino EV 500 mg;1362,41;825,51;;EUGIA PHARMA (MALTA) LIMITED;050076025;LLG;
Pemetrexed;PEMETREXED 1000MG 1 UNITA' USO PARENTERALE;PEMETREXED*1 flaconcino polv soluz infus 1.000 mg;2724,87;1651,03;-;MEDAC GMBH;044567030;LNY;
Pemetrexed;PEMETREXED 100MG 1 UNITA' USO PARENTERALE;PEMETREXED*1 flaconcino polv soluz infus 100 mg;272,48;165,10;-;SUN PHARMACEUTICAL IND.EU.B.V.;044044016;BHR;
Pemetrexed;PEMETREXED 100MG 1 UNITA' USO PARENTERALE;PEMETREXED*1 flaconcino polv soluz infus 100 mg;272,48;165,10;-;MEDAC GMBH;044567016;BHR;
Pemetrexed;PEMETREXED 500MG 1 UNITA' USO PARENTERALE;PEMETREXED*1 flaconcino polv soluz infus 500 mg;1362,41;825,51;-;SUN PHARMACEUTICAL IND.EU.B.V.;044044028;BHS;
Pemetrexed;PEMETREXED 500MG 1 UNITA' USO PARENTERALE;PEMETREXED*1 flaconcino polv soluz infus 500 mg;1362,41;825,51;-;MEDAC GMBH;044567028;BHS;
Pemetrexed;PEMETREXED 500MG 1 UNITA' USO PARENTERALE;PEMETREXED*1 flaconcino soluz infus 20 ml 25 mg/ml;1362,41;825,51;-;ACCORD HEALTHCARE SLU;044697050;BHS;
Pemetrexed;PEMETREXED 100MG 1 UNITA' USO PARENTERALE;PEMETREXED*1 flaconcino soluz infus 4 ml 25 mg/ml;272,48;165,10;-;ACCORD HEALTHCARE SLU;044697047;BHR;
Pemetrexed;PEMETREXED 1000MG 1 UNITA' USO PARENTERALE;PEMETREXED*1 flaconcino soluz infus 40 ml 25 mg/ml;2724,87;1651,03;-;ACCORD HEALTHCARE SLU;044697074;LNY;
